photo_id,is_business
48BWMgMT4a97zp8oi5cZDw,True
BH9U07lb7Si-qe40r2lEmQ,True
HjKCFHGpLyMSYehSSk29oA,False
svucLuy2doFCWQ-_U0jfbQ,True
6xP3Dor68cSBHka2VuzNSw,False
Jna3DWDXLCoirZfyRvMM4A,False
sawE_LRSMlRKcuenuU1IzA,False
m8IePNu_DusDfw6tqx1tkQ,True
m75CN8R8UNPHgMkvvHCDoQ,True
nstBU0YmpLDLv2GYdTlicQ,True
yeeV6l7s1Bf12sgOqRm7XA,False
Y0ohELYsvUU9PHWGZoTjmg,True
o8w3-PlnZthHsr_zv8gW7A,True
In1qo22vRvV3p4k-d1LyLw,True
ALnsaWG8NRop7_FA9Qw01Q,False
r1aHX2QcWJOz37adX1wXDw,False
vij_86uTcmF-KLorjIgGfg,False
Fk9lo0ZQueK26U0JcKIjzQ,True
i5NhUKxzEw-uFqfELUUXBQ,False
whqEJNBxouYildEAb8_iIg,False
zvOPf9ZWwOGMCzdMJQ4WlQ,True
60dHId75WOwoNEQUVXxQSA,True
blhpKbmwJwseUsm7PPF1DQ,True
CWpUGj2l5NmMFrPu1IAFPw,False
O52ThAj2eCXTT8aBrI9WCg,True
Q2mbgWn-NG-kMBEm1khtQw,True
eC7WTEOUFBqEYHp_dIABBA,True
HDpi1yYwrf4hcrsXlMQ2rw,False
t3zryNyp7JAZnOH7Y65uPg,False
545JSgvq7pFx3LnM5DDj5w,True
K0zkGGLwSsV3jFMh57H8sw,True
whgi6BuDM3SzfzPNw9J6PQ,False
LIMAaKe3ZWkOPI2voVpcOQ,False
imAVOpvS29VXQfHQlJ2qPw,False
ukldBlbIdfgKh9RcLgK3kw,False
b-PIusBheVFSRVirm6LDCQ,True
j5EWxAiDoZ5EZg-wu_yDhg,True
0f8VN97LPyoUenzZ0DLw0A,True
f7Tx_vmXRiGCGEt2x3OVSw,False
3AmcFwffp686uClzpcQiXA,True
AXLD4d1a84FEmPdqIMgL5A,True
JQvZH8TR9Yv5TZiylXLWmA,False
ARR51gFWKR_HP2gMLu937A,True
z9ItsD0KRmnPfdyYuCgoMw,False
qD4Fc4YhEhMO6mHCS2mjcw,False
etf3OVsz4pBYbA8RQ38ovw,False
I-GTgLfrLQ_dUwDyqV5Smg,True
vOVcrPIulnr2R2j3JTqoWg,True
54U__n2__O3rQwnOLxCD2Q,False
TXtuNQ8AyzGUgeaeihDp2w,True
4nqbm0NsG8FWjkHgp67ZPQ,False
F0XX61JaP3RrUIWQJWpTlQ,False
SYgVV3yCKSAF6YOWnSCLCw,False
ljQb_ya1HJft9JfV8vOubw,False
hpv36vvzA8IzodiUp7T4-A,True
pTzJtMCzlPlaS7kpn0ONVw,False
-airHjpSl2rdoby0fxrp1Q,True
ryHrrHjJIK5KlrfJZ-yltw,True
lV3z7P8oZj8OOBJJ4GqYRw,False
CTQCLlVG3oNvgUCVUuITKQ,True
o_X2x9zHV_6ARsokdky2eQ,True
K1R2Xi7JXVhoY_MNYINX8g,True
QajYd2b5Dqte8jjbT5Dpjg,False
Q-YqplNw-eEODr4hykdWtw,False
_cOtH2QqbkTHcCL3jz-ewQ,False
EObbHBcL6qWhBeRuE21fyA,False
3pj4WuKGXoSqfh9aOxx29A,False
kBNr7HkDTT_65ucENGKIBQ,False
gK8dPDsOCDLXQYTwB389lw,True
wwCuP7aCBt8elX6gWYT3SQ,True
o1cGxA8uIY4L5PXkVm1s2g,False
9kRfe-NMby3oW1pls2Tqow,False
BIMLcgI_qi2l1-fYfmP3WQ,False
OCkLMKnILz0WfWpNwUtKew,False
1gRQhgDDtw-Cdl1mJf3RaQ,True
Tg7L5vgaKqDDY556bgOSxg,False
XmfA-hSw7P4iioyRFw3qsg,False
OlDf1_HZ4YYmCAyqWXBiyg,False
aNlFLazbn5adITOKjX0i4w,True
WoGu-Mu2irg1ejMkcntpCA,True
FhmefS1TrW1mORGEPjps9A,True
UscwzaGLj59ri3soorHSMQ,False
6yX6gLGtwHEzv2EvwP2kFw,False
ypKMHOmkdm_xECeolyGVmw,False
hZ7ujHAIOQvp_a8mJyubbQ,True
M7XL5H-GSPUKXkdzI_wVlA,False
zM-JcBZ7ZZQmZbQAWmShyg,True
YI0KscxpVmxBiTKxo-EFPQ,False
24oDd7qwpBNfVxr0l0Mdlg,True
9wPbbliF2QvHQW3MeU5I0Q,True
4K0UzRv9tLomKe6q5cCu8A,True
x_nzjNg8_Sl3if4Ebv5xjw,True
D3aakGsbEGCxDQ_MLOpzZg,True
jgW7KoMWkTv14SydpFsO7w,True
yBrDxX_pKci1WA62WAYlZg,False
KKy-Fhx48rfnGRUy_gX_LA,True
GESAFM8LNGJIsvKZniekBQ,False
ngvOWaI6owpmIZZKRP01Eg,False
0FeR7i5Q87y3kce_MFlJLQ,False
1DGXN0uyTdCKPu-8EX-xUg,True
FsFjbuDFAdDDm3IP-cYj9w,True
BuOIhBj53yYHeEGPG5AF6Q,False
0MH7z5aWFLUj7VsHEFszHg,False
XChq4JO34LlnbM_3Bg_5JQ,False
n9uDmin1jg21KYmaMioI6g,False
pl_dpkYVFfefKghwZvF1CQ,False
gXbjWOluMmCKkeBVCfozpA,True
U2pz6GMEqu5PBvR_kiKvfA,True
gSmQpOBKuNd8jUOlMjN_Vg,True
xQ7-jAf46EeEm7Y-uB_uOQ,False
NRFxHR6mGbxZmRQhZ5kZmw,False
Ua3bkSMssPryG8JHxj2xbg,False
woUstyOKL8m5UbbVMc7UbA,False
Mrhuioa-ev5PSeQodzNsyg,True
9ekvZAcFJuV71QoOE53CkA,True
pgfg28sEzmMnBP56CRQxPA,False
R9j5Xhg7ep-s-5c_INhchg,False
8pxblwKm9HYqRm8O6gTn9Q,True
vERh2WV40dVsgBWREny_4A,True
iIEvAAMQhaJV-gKUO4Jbaw,False
F8_qCc874auHuK-05ysEjQ,False
_NDGsxMIjt_1rzMbCVZwWg,False
POJibRsIG3hWI8ovoBB4pQ,True
_BV7SXWq9oro0b6x39z9CQ,True
unzEA2j7SByzT5oCRPElyw,True
yQVzcomWOTwOWZWk3hm2BA,True
mT5M2u9NTKRwJQSZ2Sa5pA,True
OZwVhXKzDraGPvOgUrFZ9Q,True
IbPFHMLcJb_CoL5VqCZA0w,False
LkIu7cHA8Rv5I1-rfNx94Q,False
gwnbKYMPaRHN9yfpO1BzOw,True
JpTxSJzvwkshPQTz1chYpg,True
ZvUJOl_cdwUT_l9R7wpRqQ,True
c_KJxUq5OEe6gYd0syuhbQ,True
vu3Or8KWkdfmFgNPQiYxew,False
QB2oca9XgevemMPud3UlEw,True
8owNCcZO8h_JfI-nv4tIFw,False
0IIzPdxqCWbfrhmjkmsXig,True
D-3UJwNIQjFhK39OCjHgxg,True
Eal-03EWbcd8mig6hcSqEA,False
188HnOSOeirODApUxzy_pw,True
cxzoIKxBchnmOA5bldpK8Q,False
skkDCeZhxN2lTSjpZbHFAw,True
EgF46v8Hi4NjZDMXjOjoCQ,False
QJuMs5lQWGzXZvOqWHAjNA,False
KxQYdOgyUTRt3YhAuKY77Q,False
D_KUIAAXC2x9Li0zztl0XA,False
Ns9IEOtW0pekpqqbPbyauQ,False
QjZvlMy4hsttaRWSIa-i2w,True
hNGgZ0g-MJBlFpZjcu-mow,False
WbGVcsxMAsUjYLiCLGYOcg,True
dfPcDX-WkD0tuhYxYFq5ig,True
JHMyho_l5lfbFoJ3QMDUIA,True
d2r_QYEYNIbVqEwsDEEw1A,False
XLvX7GnrOUoCqjMAieCa_g,False
j9mUkm9KePr63qn6L8U8jQ,False
JAzhUdoXfEMIWEwVahJ9xA,True
qWEPUNlr3mLrHkg85d4qgA,False
slGoggO-tnK4FROKOxovKQ,True
VD56u8xUbGtMciArw1ICMw,False
WqgEZKFzZchWrj0m5ebm7g,False
aJyIvxNkHow4PY2Xuhhmpw,False
S2cNP4ehOAJxb_0yb0T6MQ,True
mC0hjrXUpIqIKDpcFQ5sVQ,False
Cny_mhIin1zjGszo4S3MDQ,False
FZqIVJa2IvVAv3t12mBSWg,False
9OMJX0Oqd0HfCtLmNubkYw,False
g-GsX2KxTkcNn3dRbqQjUQ,False
DHHuJHhZsH2_7bGtkUbMVw,False
oNtmkLPudtn37Ls9crrmqA,True
_Zv1I8-iQsJJ71QbTdwbBQ,True
rqV9alayjXkNdcMNeTpP0w,True
SIbc7-o-HGgMEVyhVXJpRg,True
S6871j0r_961jMs0x5My-g,False
NOa7ZzxX6018Q19TknjGLA,True
AixSiDbOfoR-lD34jDd4ZA,True
5MN39vWN7q8h9zKAfqps7A,True
gOdoJApU2iSJke2tancN4g,True
oeoU9D43JL_aj1LOVkLOQg,False
ngzaRArwBM-jKbrRoTIWQA,True
ZJefOLIn4CDIY4fjMNFWLw,False
DxLvL-6tJwY9vfy7pAWqJQ,True
4WuYJd5iHUC2b8DO5y5S0A,False
f8qZx4yF-ZgW9EGFMCTa7g,False
W3F4AZy662FSvFwMHAMbvw,True
ENqtq9pM0WRlM9DyEUVsaw,False
Wkza688FBqvgI5tRePcD6g,True
J5DaAEAhRRJjBDIthEPEyw,True
nKQRXjdeiGZzbWXsMcdEig,True
oIzFjtYmIOnmO-ceVPTP-w,True
m5ZT2xlPlY5-v1tJ7f5fqA,False
eQz0ZMeU1RmuZJtuP3aH3g,True
DciTvIoBV3VoLeEGtxxoBA,True
m89YMXrlAMAyzCKFcrzrZg,False
15t2CHhmbADdGWLYkFDr6w,False
77bEU2R3m0_oexPVDL_9cw,False
JEXofcfEJwJhUjx77L-dcQ,False
YxoWrV-thLbcXEsxI22KCA,False
Lt263fjWQjtsmU7FvyldKg,True
Pqcf1c48Rn3S_09Ju8pFow,True
P4EVj21grcJnoCsTDhRNGQ,True
EzuRT_4vOrvWdHqZzEFf0w,False
ODOB_A5HZt2HOIHMVeJu9w,True
p_RRwf4xMqM2qPwCNxAMAQ,False
NU-ZW2FQJQh3uheo7N5lUw,True
ZSUG2MwdboH0IQiv3LlmTQ,True
wTAj0ZHu785fjoVkVOwFLA,True
HeGGsKhZAa2OLMFcKukq6Q,False
dE9ayfaaJcw08I0Y4FdNug,False
qZpkqdTLz6WTua1jzbhWCw,True
mZu_hiR4IrPeX03G1yKrqw,True
DW9kapgMdaVNwNeRGmEeCA,True
0GrBNyr3WYQZcgEwqdBsDA,False
7Vvz2NT_OAPFgV4GAVSWaw,False
6A8o1aLOGDHXVkbuhx9N5w,True
eUuvU82eCiM66CBzw4FwJA,False
9tF8tpaOOnfr6nnebys8dg,True
IWx-G_3mik4gQy9qtkSjdQ,True
7V1D9HZcftXEff19ZudwRw,False
s0r7PkbF3gngSb6osiVLKw,True
N9mMJLWwMWbptpcIsKDdPg,True
N9zjk23NG06iUfLrQvZUnA,False
71MeG-vACpo1hyCAhTNyjQ,False
5B7poh3_R-AVCCJvPho8Fw,True
KTpReA23V5cTYx770voeTA,False
Hp4jO4Yg-9mwEZzGtAKh4g,False
Kds4aELf5LHlBy-ngWYV1g,False
qDYDQoZKHhhwwTkAVbvO-w,False
Hki2SqIVbGL3y1sfQnhdsg,False
FKIAW2dQZnlIJCXkqrOjlw,True
Iq3mCStoWtCFeuzQhNJrGQ,False
E0eJVjGN18Bv1J7et7f2Kw,True
gjgAqJ74dJCSVRHDmNUA1A,False
VabSwYTL3Im12In3xOkYhQ,False
ZS8ISG9yBPauikN2Yp185w,False
0zWEuWu7_Aa9oKq94KL7rg,True
HISf01-doHuHGBYEd9Xkbg,True
JBUbEESUDq3-ac-dV54SJQ,False
glsra9sxeSofYBfG9qEKgg,True
IZn9Jkegqc3acJXsgeWS9Q,True
6lpmpWklqSUyj1Zgx8N1wg,True
s3MqekxXmzZRDNgDrR39-w,True
UdCM7PyQ593JfNfnB1UOjQ,True
KgmDRoEMvCbIKprczcA3JA,False
Qa8BjdVyVwBrC8vOf8f-Hg,True
PN_I-jXdZI0fAJL8Abu9-Q,False
xhs8tI-T_NJ2Xn_v97CJ9A,True
WvEm3JGCaEVnoUdk71WBOA,True
5kTJelk_r4_dlkswW1HOOA,False
hdxHQzJBVx3OvE6Tg7Xkvg,False
B_ZX7Kbz-Jd8iZ2hkwOoeA,True
z1v7dxttz3JlFjzaz8U_Yg,True
VB2GDK9A-NGocT7pdCScfQ,True
5L300ehBLV7VZpLx6UWwRA,False
Gjc9zfsv57V9yEvHjNeb9w,True
EdYof8hbz2y5-dtVisdaGA,False
CVygiwwKurbcsTGkXXll3A,False
P52ECXLWytbL7Q8E_DWQ3w,True
iiQPMcNw8nudGc9PiN13Pw,False
sbwq6LXk1gqMN_WJcbLvfA,False
2PZoLIFwN3aMNHelKDtw0A,False
AfyWqTvY3-Ma-ORSW40avg,True
OdZp7N2sjHCvy1OoeWQtQw,False
ZkTzOY2KEIkHYtZ7YTBPwQ,True
WCysYCYXqbGWQNZ-afbYPg,True
qO5TgS-bLBp-I6xd39Ao2g,False
1fbzFQ5LveGPjiaGYgqIJw,False
OsegOjVg10yEha8mSHkzBA,True
0SBm5tAdCze6quLj5JICqw,True
vXq8V-qhxOjYuN01_kWpSQ,False
e1G2jtAsvzmvsf-p4b3BLQ,True
EVtYetxDIHE6Pan7BVvzXw,False
hdF-1-D9xtDTFE7ahmU4cA,False
X5uOCKDP5gnhYONxYh-yog,False
Uf6g5e6VvO7kEDB3gQTC-g,False
sBu4v5UaRFRrllAhYDN7Lw,True
gQYDbnJJJMiCDTSP-ZbRBQ,True
D83M-PasX-RKeEP8yIYhsA,False
fhbvdJ3Rd9otmnNvppMvTg,True
IfSnoph-K03VqoIOq2Eshw,True
gPEdI_YXTLP79WwTj_zxRg,False
zShGBLhR4hMtuH-yMSbdOA,True
V-tzOqC-180r6zwrZKxjXQ,True
e1lkcuerZiqLVN2eCVRezA,False
V9FZYMuP2EAALXKr5x73lA,True
2HGQRfQwJtVhTzzHrH1d6w,True
ukwnXoIaibkkDsoZpFSuRA,False
zA99ykCXPyAO-XazKn9-pw,True
2znLuQj8XkWYbZd9FtrCoQ,False
Ku-WBWvfSts6iJ59GHefHw,False
XaXN6_0P2Y7rhwT3Sw-Ojw,True
B1aAG9YN8WIoOPM4QEjihg,False
5X6OnD_IV_iEKuON5cpStg,True
YsFu3pStVXyC92G9vgAS0Q,False
pQ_HuUm1gBaJpB_eHK0kJw,False
WZ4BQpnxuuT9oB9ZOR6KbA,True
hJNvGhgSTAt-w8jorJ-qcA,False
1xv3FpiWSRLOMemIhYX-5Q,True
LSmgpgIid2BCSR-OvvsFTw,True
5ga2QALhd1m-Sej75aDLTQ,False
FSuzfYervgG1StbvFQFn3Q,True
qnGu2BhBRAz8YgIRm04zvw,True
0C-WgWYnE0UA9IcdT9Yivg,False
huf8MZ8xLAVGv4v6_3ilwQ,True
FRAcydhHm53zBggGvc4j2g,False
ibAQwQ-AcL18UMJh9vaZ9A,False
LjnktDi58_C4a3Rl9lTSvA,True
99rvWmI-l9bNHorUdXe0-w,True
8N5V7ZTcFVDWDdj43cm0EA,True
XhAJ4QIDWPiHgloj8KKSTQ,False
3DMLxoEbSbMD65rV30Rc8w,True
lldyhyrnc8sl9QehLP5eAw,True
0IxZo94W0-jXR5QUff2uIA,False
pPVa8mqeoEfZUW4CP0RHLQ,False
ZTs0EutHr3DRP4BIm9lxMw,False
trgM0G2UFX2-SilBQeQyQg,False
51K8FFdpmBXvMPHJW_4nww,True
7JllrwokMJc0C8XiV5bdag,False
GG9HEiQ-zHvClDX-OZjFbg,False
RYokT1StZYPLKNYwEhnkww,True
wUjYYYcuzW9Pj8SchP1uMw,False
vUbJujUNeXDfxHjyAClctA,False
dclrtZrkq7lvzbnI2mekhA,True
0ldEL_M0byg_tASmggxNsg,True
r_VApVlEavTageg514E4vg,True
eoC71msmoSZ59z2HBoahbQ,False
woAcjDLIyEylKagGX8o-IQ,False
IvsWU6AIUrqeNNvVb6Jrrg,False
PNJ9lqFA0hIFVaXhOG-c9g,False
Reirut734uvY7BYwQvrr8g,True
5iGrLcgYoyOBvXjdWvXTPg,False
kXATqrLF59CA2vlF2HSz7A,True
02yGXeTRjwZb9_LMiQaFCQ,False
uIvONJ0q6u-pCi8Ovm6DwQ,False
XPcnjc6moEx7SjxdW-CKwQ,False
QbjBZpg4F-PJj5W_tcG2pA,True
dMTAqUfpB3mkxiz-M1oheg,False
LojPAQaWlSkeVntCdI9Zjw,False
ZOwsDUQxitidSSr4dbA2pQ,True
f4-eP28EXB58L7-w61lJNQ,False
ZFD1yjuWv0IrkLO3dHDMOw,True
qH7iKIdGsqNsonBTsRRJFQ,False
m6Pj35DyKhzToYN5xosYtw,False
7ZvjwNaL9B3OktesC8cs2g,True
VcFZ0H0P61qvR3YHirBvOA,False
3RChS5k5ouXZL3AWfRpr0A,False
8fKppYgGyR1Cmhg86VR0Lw,True
qfveKfmXghUKZGz8ZJj9wA,True
8Vm9KZW87XhVBnZdkcbt2w,True
pYOe8hGaIWj8fFkxB5mVfg,False
ZwSLJtLNoh8GGFRbB8fQAA,False
ATt0VfPhAhJzdG-Ty75wlg,False
NUQPsr2oLd753ToC212HXg,True
yj5Fs_14YnnGka7yzKE7AQ,False
oQ_iXku_iWEwKnvPyiFN8Q,False
D2xOf05ggT4GsPODNfh9sw,True
K3O6DA_9P0z8nra50QHXqQ,True
ZjaZrgY3ktO_HHwFpr0lVQ,True
AxNL8j9sUanxi9HJF-Uyeg,True
mQD0h-Xt1_pCFwvdIB88FA,True
mkPP3FdSEKYE-mc0afu9lg,False
VnvAZpBsYgDa6TZmXkbOWQ,True
yU0vYwacsHX6ZejhHtwWVA,False
zyLr809n3lV5UxmQMCV21w,True
EzcaykfV8rB53m6a_b-48g,False
RmCVrcWWZvPAJxw2MQha-A,False
zUO9Qoz577uVjfUd66Gn-w,False
8BMe4tm9HGp9_Gpf1Srq0g,False
3pAZ4Q7KjD1ThR2L9HHE4w,True
Nja6zVYLKtL0lUpF2eMwXQ,True
DZ7b_CbIL389O7ke-3Nx_A,True
TL8hagEksuYYw9cS4peSQA,True
QJPFECktWzAY_IHxFLKX7Q,False
YNApUftcWKpgbx_hHvl6Cw,True
LKPI71wUEhdqH9EM1yq9iQ,False
5vlm5wkvHbPzpsSZ0sIrlg,True
Fi6fJNi0nlgMxjg_7ViW0A,True
hN1G3_GK6SMYPyAt_G6Ohw,False
tPEU33K3A_MkzS4eFdCy9A,True
q0iOeOhojCSPeQnKmLqt9Q,True
N4Wqi_H7d8cWlWHdhVJzcw,False
tyaAnEV8Ie_izfNd5r2FOw,True
ZYQoUinpw6meB2dksvfnSQ,True
FlhbhuGONFpIC_9CJ1-BCg,True
nMJNxv_hIxFYlwxlKjvrKA,False
AGXgIAVmS-wzKl1-po2izw,False
siNeb8H1IsQVGclJIagd9A,False
385-CQ7m9Wzuf0mdEREIHQ,True
4swJAkXJU2oyX0ufkijHug,False
7mU3Ewx3kfYra1MeJuacwA,False
7Knz0uHPKANo6g02yVy2QQ,True
udaxKhBAozzQsaDA_XjsEA,False
BAPSBIKGSh2Ec_sj7kWcIw,False
Il-6syJEfxFiQkHvehJtrw,True
r6B_JeALGq1wdCV6HSIF2A,False
eVRau1t1uKyfrnTIU8zgXQ,False
avmUYM9q_LQxoI3Qn2JcGg,False
XKi1szpCposbZD4foXXG7w,True
Z9xVUxy_prt4OO37z9cKKg,True
D7IxAb0Wgx_skB2VsacRgg,True
I-Gh2XLofEPYQ6lvXETIPg,True
EiX7z7BBWz5XtuG2BH8-HA,True
U9jNaiL07QiSHVbrIej_GA,False
GdL6b8L2p2rn5PMvfDQg_Q,True
O43Gam58qELkGa4nultvPA,True
uY2Fe-VjByQyLkrGXEe1tQ,False
sI8VNlrEXozRFC00ttSyDA,True
5iyXlGvq6vZtyElN1rythA,True
8KEaW8HrjMCHZur0fb3dAg,True
U5MJvSCOFfEcKTtS8shhaw,False
HO02FOVGLlyywT28DpTJKQ,True
wGobxzCKvzptaSau38mkMw,True
9ff09tkTz9ESowf3oZhcNQ,False
maxmTTxUOUvk8N1gpO2bwA,False
nrTvAiQIOyPFh837nZ3rzA,True
SQyw20D_UP_TgTtdmmlUjA,True
TJYCVv9l5d0NR5gSknJ-KQ,True
ZHzcegpkXCUAMCuWQh95JQ,True
ItXOqPD5ZRxmmIKvOf3Taw,False
f4Sz-Wt9XA_sQwCWhm0ZNA,True
zbuE2zLtydmN2M1S1nhQww,True
aL1MFAqa7Iqf5LhAy7Z7jQ,False
qUuw00omavxCtiQDJHKomw,False
cdo2GWXbNOTGBiG3FAaErQ,True
iROG9oY_eD89exDfz8dDDA,False
K7CwHJQB62gVACWrVl32Sg,False
2YkAqN2zdDrpa96ocGwdaA,False
Qst9fkfVTu9lJ2jvdrxJsw,False
5BIgdsj3tl3eBVfRA2EvkQ,True
QPTMr5QGeDXhRwypY9E36g,True
6R6ZAJEFfpLv-2uMGdSvmw,True
WHVOQUy7Fv1cSgnRyfZlAQ,False
WPWzvi58o2W8ErPSRyaR3Q,False
FYbKI4_yPke87QJFc78zrQ,True
lLDXN3usuIE16UENDjPwgw,True
vWMBCaGs7tg8x0cV5h_IyA,False
-jRACXlmmvzK8rDjYvAcig,False
1w_t0CUp-QFCTzF5Bjw7eg,True
JUj1GenZMkgXvvNXdyjImw,True
lS0FZI6mfH7O0yMW1KRfoQ,False
3qgS3jjO629a973fqDFsdg,True
q2qX94JwrSpR8aCDIfWTRg,True
VEFgad6shKZhlg38orGfLg,False
R014ES8sPOACiFZfHguHHQ,True
lf897JQkMNOf0nXBDjZ4xQ,False
Y1x_t6v3R7NY0tC07e83Yw,False
WnMsp57usBHTflGcEQdjBg,False
kpFy2WGGYtbu7yfJ9e1NZg,False
gpzyt55l2p6_4mqAycdFbQ,False
Jh9fW6WxDupdGpK8SpX6gA,True
iJcW2MYSzFbXM8qYScCQTQ,False
BRsNNnc08j1Bn3gOorCsuQ,True
rNVOZwnTXkjjapTP_3oiDw,False
xHsHZgQqmYE4h-ivOXRz8g,False
9yrGQHb8eb2mqJcOyifggg,True
HRtDd1td4UsNWt75EjdvKQ,False
oPwwUNf1KFP7V4QQ3WxIUg,False
bZ9UDAJPANMLJeL3157iZQ,True
AIFXJR6XJ1uVw9Pi_RjLmA,True
A2yfdxfBXTGlvES3PDMuBA,True
pjVatEVXKSfbU62Og6UriA,False
S8QEDpXwIo5GX-mBTpRtQQ,False
i1ATTcrWTyL8mPhDyeFkmg,True
Ad1595V8lH_1RtplaEu35g,True
ZozjDQD1f_6PDXXcNEantw,False
shxAeYJtk6JNB8bp-JmEIA,True
Kpz7Wm_Fnhtu6oooCyEXcw,True
Fzi9hADMaGBIB88pCEGmcw,False
7Z9CWTcr_yHgXphUoY_4bw,False
ieDwIV2Bw5-UnpfWoOi5JQ,True
krsLniNbt2xlT7WOe0ZSzA,True
5vsPRzBH6ubytkS1lovPng,True
P5V6zofYxDtEdLqHIMGxAA,True
kDCiVEL1hi2XPIznevBsgg,False
B3gxO-xlj8CTFnBZBC2YvA,True
8meZJHcuonHn7G8tYA7x0w,True
Z8Q2rgfemw68NC-EBRj0MQ,True
qTqpdSBIsase5nes-Gql9w,True
IFmC-oegiO4ctXHEaCOCaw,False
sUCN1DDOfaaQpJHCZulcBA,False
4ybamni5e7okwLmvJtSwfw,False
o9qogerHYHHjdQ8ATFlYVA,True
ju-QaFSOf84gDogjU6EZfQ,False
wL95Csk887WCZ7ojhg1EHg,True
L9W_cRO8XjcSDwdTwDpOnw,False
3D12vo3nTOddMHYqFLMPEg,True
MZxhO5pqH8aYk-O0MJbSmA,False
uhJ3BLfTMnvYRkhXE6wyBg,True
j1av8pf78S5YLqJepyIkmA,False
nTXaCdIHIVtkVnDEudWZSQ,False
SPtmSP4wkTTWyaThShQLFQ,False
jMUFwWQfYj1VoNU0nVXaDA,False
0uQB-iOEUrPch3Gh_hmeZg,True
yJSzxRsh6AwbOvOITc5iew,True
PvvyujXMZixbdASNQV6SbA,True
9TnDlzEEU0IoX4YdDP7rRQ,True
3T84CkJdZRnnG7HJM_GjZg,False
5JRP4IafYltGTyrqp4pqiw,False
SCvz16tyLGOQtI0-mt4oiw,True
Ltw4Md193FVXKCJffRNkYg,False
5tmbEAs99OUGYggorTukKA,False
sl5j_dwwEtj6CDUCLb2SsA,True
qBpiVVy9g0i9UyIo9YX2jA,True
rgUp5aK3y3Cc_V13y4slhA,False
XOUtg4oOPE-XoTWWsX8g-w,True
Y5Tuk93wJg0Ua2olSaO3sw,False
iNXBADzfF7guDDv7PQL-Ow,True
6_VgfCCsN21bB3VcLU3z0A,True
uRzoKelgQc-kVgSok8icbQ,True
3JUKcaWanT__WR1k433bYg,True
